relative_image_path,filename,stem,suffix,filename_normalized,stem_normalized,size_bytes,image_width,image_height,image_format,image_readable,image_error,sha256,inventory_version
data/images/cma/CMA_104246.jpg,CMA_104246.jpg,CMA_104246,.jpg,cma104246jpg,cma104246,378801,807,900,JPEG,True,,283af313bb8eafe50108de27cd778a9aa104708e4fe5a37799ee862a7db7cc3e,local_image_inventory_v1
data/images/cma/CMA_104247.jpg,CMA_104247.jpg,CMA_104247,.jpg,cma104247jpg,cma104247,197364,900,313,JPEG,True,,3996d38e0189236228978b91271171c99bdf3e5ac232d26677cf56ca3adb94f2,local_image_inventory_v1
data/images/cma/CMA_104248.jpg,CMA_104248.jpg,CMA_104248,.jpg,cma104248jpg,cma104248,201662,900,336,JPEG,True,,807b7823f7d6100a9a13db9d9a05e726ce7ad44a4073b4bd0b0e162a99e14d16,local_image_inventory_v1
data/images/cma/CMA_104249.jpg,CMA_104249.jpg,CMA_104249,.jpg,cma104249jpg,cma104249,198168,900,293,JPEG,True,,603af7c85ee66714cbf049064e9496e3270cb8f8d08fc28367d05259dcc1a965,local_image_inventory_v1
data/images/cma/CMA_104390.jpg,CMA_104390.jpg,CMA_104390,.jpg,cma104390jpg,cma104390,78197,750,618,JPEG,True,,ab9d040d9ed45aa5ef8aacd9d1dc1ed9cffd3f84ac0f50877016101c64304a94,local_image_inventory_v1
data/images/cma/CMA_108026.jpg,CMA_108026.jpg,CMA_108026,.jpg,cma108026jpg,cma108026,931551,1160,893,JPEG,True,,b41bf6cf1d4fe5c5d94b33efe7b1ea8983fa2069599f486de6ebc8ee51d2edbf,local_image_inventory_v1
data/images/cma/CMA_108033.jpg,CMA_108033.jpg,CMA_108033,.jpg,cma108033jpg,cma108033,608630,682,893,JPEG,True,,9df6062b59741766ebecf351026c9b8d0fae2086cc547f018a61801bf29edd7c,local_image_inventory_v1
data/images/cma/CMA_108034.jpg,CMA_108034.jpg,CMA_108034,.jpg,cma108034jpg,cma108034,571417,682,893,JPEG,True,,781e645166556d51379e7d8ea6ffe0638f6073b8511fc28bb681014b293ef213,local_image_inventory_v1
data/images/cma/CMA_108038.jpg,CMA_108038.jpg,CMA_108038,.jpg,cma108038jpg,cma108038,383365,1263,333,JPEG,True,,cfdf77e399211f9423149eeba6bfe62e8c2309ee751343aeaaa9fbe8e66ce6a7,local_image_inventory_v1
data/images/cma/CMA_108042.jpg,CMA_108042.jpg,CMA_108042,.jpg,cma108042jpg,cma108042,168622,900,575,JPEG,True,,7c42d15ba415cf8ea11df7de3d10949831b7037992e4440ae15ea11e85d1db7d,local_image_inventory_v1
data/images/cma/CMA_108043.jpg,CMA_108043.jpg,CMA_108043,.jpg,cma108043jpg,cma108043,888764,1251,893,JPEG,True,,8ac8d2dfcee4ea38858a4e232e54d8823016780867ec82cc7edcc9b33aebf3d2,local_image_inventory_v1
data/images/cma/CMA_108044.jpg,CMA_108044.jpg,CMA_108044,.jpg,cma108044jpg,cma108044,493584,743,893,JPEG,True,,77bb6ecddd39ceecbda6a5bac222d36081401bac1aa11a2fc9c0e36202b2421c,local_image_inventory_v1
data/images/cma/CMA_114131.jpg,CMA_114131.jpg,CMA_114131,.jpg,cma114131jpg,cma114131,138282,900,435,JPEG,True,,58c6a82464be721ff3765a77ac9a6c5bdb40da12055e969851cf077d807abcdc,local_image_inventory_v1
data/images/cma/CMA_114132.jpg,CMA_114132.jpg,CMA_114132,.jpg,cma114132jpg,cma114132,634698,1263,548,JPEG,True,,5617efb1b71cb1e60755c81e8a2f0241bb60edd6827f27c525be7e7e6b31ff38,local_image_inventory_v1
data/images/cma/CMA_119652.jpg,CMA_119652.jpg,CMA_119652,.jpg,cma119652jpg,cma119652,454257,1263,377,JPEG,True,,6c72bf147e7711018097cdfcb769d7c799eb0c44a35e6b08eebbfdb1bb807a6e,local_image_inventory_v1
data/images/cma/CMA_119655.jpg,CMA_119655.jpg,CMA_119655,.jpg,cma119655jpg,cma119655,686337,1263,578,JPEG,True,,2af8c7985724aa01307db4713b572d7623b5d434b45543ef0fddd2fd71f7ec0c,local_image_inventory_v1
data/images/cma/CMA_119656.jpg,CMA_119656.jpg,CMA_119656,.jpg,cma119656jpg,cma119656,83466,750,678,JPEG,True,,ec3532effa6a2ba3e0a4ba78fb426a3e197088ebb83a458e13e3af7f7281030c,local_image_inventory_v1
data/images/cma/CMA_119675.jpg,CMA_119675.jpg,CMA_119675,.jpg,cma119675jpg,cma119675,676551,780,893,JPEG,True,,5205614009d203517200bc89a51b97c7eaf8cd41de5397c458512592c83a52e8,local_image_inventory_v1
data/images/cma/CMA_119676.jpg,CMA_119676.jpg,CMA_119676,.jpg,cma119676jpg,cma119676,345598,1263,432,JPEG,True,,cea0a91fa5f8fc90fdc4034fb2e272803b59a2f2f6fe83273b0019241993d8e1,local_image_inventory_v1
data/images/cma/CMA_119677.jpg,CMA_119677.jpg,CMA_119677,.jpg,cma119677jpg,cma119677,190501,336,893,JPEG,True,,c34bd781b64beb01dc054ede6dd9ece8fd9fb03f5fc9fd916b4b9650ff892edf,local_image_inventory_v1
data/images/cma/CMA_119678.jpg,CMA_119678.jpg,CMA_119678,.jpg,cma119678jpg,cma119678,251540,372,893,JPEG,True,,3cd33082e2df2d840eed0bdf6696d088da21a284ffea9e50ccb122c1630bcd61,local_image_inventory_v1
data/images/cma/CMA_119679.jpg,CMA_119679.jpg,CMA_119679,.jpg,cma119679jpg,cma119679,479064,533,893,JPEG,True,,15d840877673b4d71150663401c1e6726072ae69f81e31a8f919c40b9989418a,local_image_inventory_v1
data/images/cma/CMA_119680.jpg,CMA_119680.jpg,CMA_119680,.jpg,cma119680jpg,cma119680,355392,489,893,JPEG,True,,046b556cbb809c5f3bcd18b47a2647e605c80e4a3599c8a3b43db734b20dadfc,local_image_inventory_v1
data/images/cma/CMA_119682.jpg,CMA_119682.jpg,CMA_119682,.jpg,cma119682jpg,cma119682,170163,509,900,JPEG,True,,ea9f6ae3364c594d8ad7d3a55e478ac7638e19c9ea79f405f97b034c466f2533,local_image_inventory_v1
data/images/cma/CMA_119683.jpg,CMA_119683.jpg,CMA_119683,.jpg,cma119683jpg,cma119683,219768,565,900,JPEG,True,,d8b0dab52942203e04db28f070b190b990b5d2e1cef935590e04c15685fac1ca,local_image_inventory_v1
data/images/cma/CMA_119684.jpg,CMA_119684.jpg,CMA_119684,.jpg,cma119684jpg,cma119684,400281,493,893,JPEG,True,,f9ccd4c9de2f07c0821e77b34b87832ef31924a1198be1e4e22ffd9786fd11e2,local_image_inventory_v1
data/images/cma/CMA_119685.jpg,CMA_119685.jpg,CMA_119685,.jpg,cma119685jpg,cma119685,199636,526,900,JPEG,True,,9807b1148ba1993a76615af722a726142ae8da9119ca9dba48f5e6d6f8875d1f,local_image_inventory_v1
data/images/cma/CMA_119686.jpg,CMA_119686.jpg,CMA_119686,.jpg,cma119686jpg,cma119686,212249,549,900,JPEG,True,,d85b7ce49168604662379a9a31e4245e7d0c74477f7d056bee18e031d2c14c3f,local_image_inventory_v1
data/images/cma/CMA_119687.jpg,CMA_119687.jpg,CMA_119687,.jpg,cma119687jpg,cma119687,401422,563,893,JPEG,True,,df60750814b3ac602459f694d00b382296057788d023011b5c963e3aa11ef5cb,local_image_inventory_v1
data/images/cma/CMA_119688.jpg,CMA_119688.jpg,CMA_119688,.jpg,cma119688jpg,cma119688,491880,585,893,JPEG,True,,38d027b319a8f681136e5f41927611da16c62213e8a9275071decceb193e2039,local_image_inventory_v1
data/images/cma/CMA_119689.jpg,CMA_119689.jpg,CMA_119689,.jpg,cma119689jpg,cma119689,221155,550,900,JPEG,True,,bb188a892a1cee5b57645335cd34651c1c934df001f52a7c2779a21191b52e56,local_image_inventory_v1
data/images/cma/CMA_119690.jpg,CMA_119690.jpg,CMA_119690,.jpg,cma119690jpg,cma119690,815815,1188,893,JPEG,True,,588a2bbadc36698709355dcd18c27c0450220eb378afaf3d80360626d22a698f,local_image_inventory_v1
data/images/cma/CMA_119693.jpg,CMA_119693.jpg,CMA_119693,.jpg,cma119693jpg,cma119693,95485,1263,344,JPEG,True,,cabe2eee67f9f084dc3953c3f0f2a64615c473744bfe2d17bf49ea688cde7d06,local_image_inventory_v1
data/images/cma/CMA_124413.jpg,CMA_124413.jpg,CMA_124413,.jpg,cma124413jpg,cma124413,143795,750,747,JPEG,True,,1843343ddbb874f23211484b47f9ae2d1ca93d5984ea98ba2689c48cf012b3a1,local_image_inventory_v1
data/images/cma/CMA_124739.jpg,CMA_124739.jpg,CMA_124739,.jpg,cma124739jpg,cma124739,827760,1263,682,JPEG,True,,17f7d82b341fe0b24c6df72e7db58ff85a2ffaf52064588ffc27c00ea6a54186,local_image_inventory_v1
data/images/cma/CMA_124740.jpg,CMA_124740.jpg,CMA_124740,.jpg,cma124740jpg,cma124740,470515,780,900,JPEG,True,,531e1eb44f317f2097015437acf075539e1206ae67ded4d386f28b4b976a82c6,local_image_inventory_v1
data/images/cma/CMA_124741.jpg,CMA_124741.jpg,CMA_124741,.jpg,cma124741jpg,cma124741,270355,900,519,JPEG,True,,0642ca4c36c5227abf9fec126e3f5dbaf8f573c966f795f7f29e36a9a6f09484,local_image_inventory_v1
data/images/cma/CMA_125095.jpg,CMA_125095.jpg,CMA_125095,.jpg,cma125095jpg,cma125095,820160,858,893,JPEG,True,,96145bef7edbcbfe819ba8d09c445d153d0f326fb4a3fa6d0a4aeaa35dd7ab40,local_image_inventory_v1
data/images/cma/CMA_126684.jpg,CMA_126684.jpg,CMA_126684,.jpg,cma126684jpg,cma126684,789252,891,893,JPEG,True,,3d6c9365fac20eb2798f6ff293d81e7d0f455521522d48b5142a99285a90ee28,local_image_inventory_v1
data/images/cma/CMA_128454.jpg,CMA_128454.jpg,CMA_128454,.jpg,cma128454jpg,cma128454,527735,725,893,JPEG,True,,3b59679df9f2cbf59b418f65b0e912c6369dd0a7fcd878507cd62c819c2814d6,local_image_inventory_v1
data/images/cma/CMA_130555.jpg,CMA_130555.jpg,CMA_130555,.jpg,cma130555jpg,cma130555,807042,1263,706,JPEG,True,,91f6799433f014738ad7617663291c5e0f62d9ce42c28216c0fe87c88a89f8d3,local_image_inventory_v1
data/images/cma/CMA_134395.jpg,CMA_134395.jpg,CMA_134395,.jpg,cma134395jpg,cma134395,98386,750,712,JPEG,True,,a7b2292329229bd51f06bd022960480cd8782e5be241460e6b4052735f78ed7b,local_image_inventory_v1
data/images/cma/CMA_134604.jpg,CMA_134604.jpg,CMA_134604,.jpg,cma134604jpg,cma134604,626267,805,893,JPEG,True,,51a208027b47fbdb94b03d3da6356099a6f42b33c308a72537054f7616961e2d,local_image_inventory_v1
data/images/cma/CMA_134765.jpg,CMA_134765.jpg,CMA_134765,.jpg,cma134765jpg,cma134765,715513,1263,663,JPEG,True,,a0548dc83978328a8e3655933af5955fe44a0c7f748f6d2072618b1301a46e2e,local_image_inventory_v1
data/images/cma/CMA_134948.jpg,CMA_134948.jpg,CMA_134948,.jpg,cma134948jpg,cma134948,810556,883,893,JPEG,True,,84e824b83ba638c371a12f589d353a369060efbb4f797e0348aff81fb4d48abb,local_image_inventory_v1
data/images/cma/CMA_137312.jpg,CMA_137312.jpg,CMA_137312,.jpg,cma137312jpg,cma137312,81816,750,650,JPEG,True,,62e7d5dc6a0c287a8d37b806eed3edefac575a63db5099031d47570dfaaebd8a,local_image_inventory_v1
data/images/cma/CMA_149062.jpg,CMA_149062.jpg,CMA_149062,.jpg,cma149062jpg,cma149062,1074457,1263,892,JPEG,True,,b3c1365eca65ee4842e0c821e61ad1b625f94a5948bcf7b6ddbe8d517d32afd6,local_image_inventory_v1
data/images/cma/CMA_152258.jpg,CMA_152258.jpg,CMA_152258,.jpg,cma152258jpg,cma152258,371076,495,893,JPEG,True,,2f24b98bf19630d9344cef42f21be96bd661d7bd18a5dec28fe5492b6aaef595,local_image_inventory_v1
data/images/cma/CMA_152334.jpg,CMA_152334.jpg,CMA_152334,.jpg,cma152334jpg,cma152334,144094,181,893,JPEG,True,,fd26c82426681e52e920159009acfc2e13f46b4fb6735d8f0f80bad4653c1f14,local_image_inventory_v1
data/images/cma/CMA_152819.jpg,CMA_152819.jpg,CMA_152819,.jpg,cma152819jpg,cma152819,368545,555,900,JPEG,True,,b071f6d2a52222761a8e65071d105a8335313fbf947a14f205f4625ce568be6d,local_image_inventory_v1
data/images/cma/CMA_155505.jpg,CMA_155505.jpg,CMA_155505,.jpg,cma155505jpg,cma155505,352751,900,827,JPEG,True,,9d286956281ffda27b197b5feadcc3c357a1c5b9bb3fdea90f246b75e7ab8185,local_image_inventory_v1
data/images/cma/CMA_155934.jpg,CMA_155934.jpg,CMA_155934,.jpg,cma155934jpg,cma155934,185448,392,900,JPEG,True,,7c9d4b1b5146f77eece3623089cc561771b3ebb850fe30e7920a4c234ffc3182,local_image_inventory_v1
data/images/cma/CMA_156237.jpg,CMA_156237.jpg,CMA_156237,.jpg,cma156237jpg,cma156237,399726,466,893,JPEG,True,,cb4328bbc47bffc60f7fb62bfc0d35d0b1d0ee1ac9e09fbac9b7011e4cc98141,local_image_inventory_v1
data/images/cma/CMA_157111.jpg,CMA_157111.jpg,CMA_157111,.jpg,cma157111jpg,cma157111,546446,685,893,JPEG,True,,165ca455a33178b4c40dac551836394a00532ea9ac62f532913ae27ca3102b8e,local_image_inventory_v1
data/images/cma/CMA_157112.jpg,CMA_157112.jpg,CMA_157112,.jpg,cma157112jpg,cma157112,588014,710,893,JPEG,True,,41726e1f9df5d03f756c5469454aa38ddbe8420503bab89cc8dcbb3eaffcad28,local_image_inventory_v1
data/images/cma/CMA_160691.jpg,CMA_160691.jpg,CMA_160691,.jpg,cma160691jpg,cma160691,557131,706,893,JPEG,True,,862a5abed3061040badd421e9bc62aeddb02049c0ea5c45577c50b5514646f4d,local_image_inventory_v1
data/images/cma/CMA_160692.jpg,CMA_160692.jpg,CMA_160692,.jpg,cma160692jpg,cma160692,604848,768,893,JPEG,True,,e3e5b185c8cd6e6a93803fa9985063c09bc4d2a311b3139ae793f246eb5bb740,local_image_inventory_v1
data/images/cma/CMA_163622.jpg,CMA_163622.jpg,CMA_163622,.jpg,cma163622jpg,cma163622,121572,211,900,JPEG,True,,e7378a5b05f856e67748409b04bbb8606c2befb38508a03519199f299047c4d5,local_image_inventory_v1
data/images/cma/CMA_163640.jpg,CMA_163640.jpg,CMA_163640,.jpg,cma163640jpg,cma163640,105105,243,900,JPEG,True,,6ed53ccf66e33be963f6a29e9fcdd70b0cfd7d6ebfd0bada9d8d61c824d56304,local_image_inventory_v1
data/images/cma/CMA_163676.jpg,CMA_163676.jpg,CMA_163676,.jpg,cma163676jpg,cma163676,659219,1263,542,JPEG,True,,7849e36041ca4c267f873befcd0886fed60fb0bcda9ed6ecca350a6cb3a92c5b,local_image_inventory_v1
data/images/cma/CMA_163708.jpg,CMA_163708.jpg,CMA_163708,.jpg,cma163708jpg,cma163708,275460,900,665,JPEG,True,,92a9f0112be2934b1543dfc6c43d910fec6647b3a1577e95d2afa59f12bff578,local_image_inventory_v1
data/images/cma/CMA_163724.jpg,CMA_163724.jpg,CMA_163724,.jpg,cma163724jpg,cma163724,489691,860,900,JPEG,True,,97a38e8dc5045785d4d30a50143bd03c7ce1592e5ade7772fae05d622ab054e8,local_image_inventory_v1
data/images/cma/CMA_163758.jpg,CMA_163758.jpg,CMA_163758,.jpg,cma163758jpg,cma163758,897083,1263,822,JPEG,True,,f507d70030ce409aa6b3acb7a8978ea4bab3bdff6581b590386008017f233655,local_image_inventory_v1
data/images/cma/CMA_163781.jpg,CMA_163781.jpg,CMA_163781,.jpg,cma163781jpg,cma163781,988142,1254,893,JPEG,True,,7086e40ffc37f1687e1f039de2510465b40845dd924a68bfea9bf1f372e71343,local_image_inventory_v1
data/images/cma/CMA_164419.jpg,CMA_164419.jpg,CMA_164419,.jpg,cma164419jpg,cma164419,163951,900,538,JPEG,True,,b1d732c460968e25b3338083c0a0543f75765692989a4110b1b3f46d811279b5,local_image_inventory_v1
data/images/cma/CMA_164421.jpg,CMA_164421.jpg,CMA_164421,.jpg,cma164421jpg,cma164421,217713,800,900,JPEG,True,,8df41ff16ae86e0861527799886779c2016c4da1c569d93ad9399e517339dd00,local_image_inventory_v1
data/images/cma/CMA_164428.jpg,CMA_164428.jpg,CMA_164428,.jpg,cma164428jpg,cma164428,471613,900,750,JPEG,True,,66f069807670a192f2f024c137fd0e1e258e6ea0dbc2fb39cc27802b927f84ba,local_image_inventory_v1
data/images/cma/CMA_164429.jpg,CMA_164429.jpg,CMA_164429,.jpg,cma164429jpg,cma164429,352734,539,900,JPEG,True,,1d1a710b1547ecbc9db508d4c70c275f6111c8447c5a1399d03f3bead69ab622,local_image_inventory_v1
data/images/cma/CMA_164430.jpg,CMA_164430.jpg,CMA_164430,.jpg,cma164430jpg,cma164430,348478,543,900,JPEG,True,,a07dd89d16e16340f0f54c867e2c247fc5b67f6531bcebdd89c70385726fe09a,local_image_inventory_v1
data/images/cma/CMA_165184.jpg,CMA_165184.jpg,CMA_165184,.jpg,cma165184jpg,cma165184,731117,915,893,JPEG,True,,f2558f278ee7657c05fc3e5015219a4036b5694226ae9fb9e106d70f722636a1,local_image_inventory_v1
data/images/cma/CMA_165266.jpg,CMA_165266.jpg,CMA_165266,.jpg,cma165266jpg,cma165266,278824,606,900,JPEG,True,,c9db7a0bcef53a510d8eeaea447f819a17c8f1a1912afee33073c1d6c10115e1,local_image_inventory_v1
data/images/cma/CMA_165267.jpg,CMA_165267.jpg,CMA_165267,.jpg,cma165267jpg,cma165267,278826,606,900,JPEG,True,,6dfbd8304a13d947e79002e9c94a838b4233f7b80461fac24b53c4ca680685c1,local_image_inventory_v1
data/images/cma/CMA_165268.jpg,CMA_165268.jpg,CMA_165268,.jpg,cma165268jpg,cma165268,274769,633,900,JPEG,True,,7bacf138eeb562fa3514b90f3e0895d68bd83c662e60bdd4669596ff040ead85,local_image_inventory_v1
data/images/cma/CMA_165269.jpg,CMA_165269.jpg,CMA_165269,.jpg,cma165269jpg,cma165269,334455,688,900,JPEG,True,,66f4a98d1252319d2860b24902d4726f722e67a44cb82b5ff1a260f24c199bfa,local_image_inventory_v1
data/images/cma/CMA_166766.jpg,CMA_166766.jpg,CMA_166766,.jpg,cma166766jpg,cma166766,427571,768,893,JPEG,True,,eedd6547e66bf8f737d7fa3ed405832282e166c5f5c3daba55b4b17d6fc70195,local_image_inventory_v1
data/images/cma/CMA_169189.jpg,CMA_169189.jpg,CMA_169189,.jpg,cma169189jpg,cma169189,96192,900,375,JPEG,True,,0a9b576c0584f69c0d1cd9c86f2c054e4adf037202bbb6c3eb2f6b660382a770,local_image_inventory_v1
data/images/cma/CMA_292530.jpg,CMA_292530.jpg,CMA_292530,.jpg,cma292530jpg,cma292530,228253,900,592,JPEG,True,,fcf80b339489ff5a3400e55e787674349a65f60700a677a91a60f9bef3ec1b94,local_image_inventory_v1
data/images/cma/CMA_302272.jpg,CMA_302272.jpg,CMA_302272,.jpg,cma302272jpg,cma302272,101778,900,342,JPEG,True,,99d20c8bfa487722ce9e327d8efede0dc2abef4ff724d92fff186aa8f670f489,local_image_inventory_v1
data/images/met/MET_307449.jpg,MET_307449.jpg,MET_307449,.jpg,met307449jpg,met307449,3137432,2885,4000,JPEG,True,,360891aab7e2bd6f6facdbbff6aab1eba05138c8be0016acf66dc9f35cdc538b,local_image_inventory_v1
data/images/met/MET_307677.jpg,MET_307677.jpg,MET_307677,.jpg,met307677jpg,met307677,1086856,1557,1989,JPEG,True,,b5cf0bd25bcbd86e43a7b7a88477fd55cf73e453a8cccdf77473efe648dd1b77,local_image_inventory_v1
data/images/met/MET_307679.jpg,MET_307679.jpg,MET_307679,.jpg,met307679jpg,met307679,1142529,1557,1989,JPEG,True,,f0cef19320e6d1503172829b60d4cece3cf1e9a02ffd7fd28b540630ca7da874,local_image_inventory_v1
data/images/met/MET_307682.jpg,MET_307682.jpg,MET_307682,.jpg,met307682jpg,met307682,1421598,835,4000,JPEG,True,,2650946326265af363fb47ec372d087572a5009b1820a170c837c8a8a1281d56,local_image_inventory_v1
data/images/met/MET_307683.jpg,MET_307683.jpg,MET_307683,.jpg,met307683jpg,met307683,781729,2272,1704,JPEG,True,,b114767ca953ac1983c5da77005bda4f965331e7da51ff4c7df4b5df277e631a,local_image_inventory_v1
data/images/met/MET_307806.jpg,MET_307806.jpg,MET_307806,.jpg,met307806jpg,met307806,275507,826,804,JPEG,True,,5939bbe5b0c14833853279e0aebdcdbceecb5f0387ebd1d7a7c07289ac08f35e,local_image_inventory_v1
data/images/met/MET_307836.jpg,MET_307836.jpg,MET_307836,.jpg,met307836jpg,met307836,909413,1899,1818,JPEG,True,,95f0359a8e9bb314d7827dd50485159e28ca8f499206c9615d694a9aefbff795,local_image_inventory_v1
data/images/met/MET_307841.jpg,MET_307841.jpg,MET_307841,.jpg,met307841jpg,met307841,491661,864,1926,JPEG,True,,84e84bb8e12233d6c3793611e643fdb11a6fdd25e41bf5dac71b3e3e222cb26c,local_image_inventory_v1
data/images/met/MET_307842.jpg,MET_307842.jpg,MET_307842,.jpg,met307842jpg,met307842,72165,335,700,JPEG,True,,eede7613a16759f0fd71ae72c542c70618ecc9bfaa8ec2231dead38e69d499fc,local_image_inventory_v1
data/images/met/MET_307843.jpg,MET_307843.jpg,MET_307843,.jpg,met307843jpg,met307843,512181,1251,1926,JPEG,True,,03370ac6c83f98220f601ae2722891542604087cb3bf28d80753452ee387d319,local_image_inventory_v1
data/images/met/MET_307844.jpg,MET_307844.jpg,MET_307844,.jpg,met307844jpg,met307844,574518,1197,1719,JPEG,True,,4b593614b0e3292b3ef48b81c0fdbdc1b06c475390360a56ea6f1b1b1eab7f3b,local_image_inventory_v1
data/images/met/MET_307846.jpg,MET_307846.jpg,MET_307846,.jpg,met307846jpg,met307846,2231364,2385,2220,JPEG,True,,4bccc6bacfe89bddc149432e9f4e45c46ac19fc192203b103e3ad0cf22c507d0,local_image_inventory_v1
data/images/met/MET_307851.jpg,MET_307851.jpg,MET_307851,.jpg,met307851jpg,met307851,798941,1377,1755,JPEG,True,,769a0b5fa663f784d056be1ba48d21495bb346c95d5256fa34199360a2c6cb2d,local_image_inventory_v1
data/images/met/MET_307852.jpg,MET_307852.jpg,MET_307852,.jpg,met307852jpg,met307852,942648,1395,1755,JPEG,True,,0984a3ba086747b9f3b927f8dc433bfb0ca05077b5948b2470b14ae795a006cd,local_image_inventory_v1
data/images/met/MET_307853.jpg,MET_307853.jpg,MET_307853,.jpg,met307853jpg,met307853,88202,680,523,JPEG,True,,0bb64e12a64474f64b4994fcf62911faab059677fa86adb94fb7be0809364ea1,local_image_inventory_v1
data/images/met/MET_307933.jpg,MET_307933.jpg,MET_307933,.jpg,met307933jpg,met307933,6609919,4000,2649,JPEG,True,,242d939eec1bfaeecc38fbc6c6acfcee886b74a77f94c8d124ea2f8067ed4b3d,local_image_inventory_v1
data/images/met/MET_307940.jpg,MET_307940.jpg,MET_307940,.jpg,met307940jpg,met307940,3558373,2209,2849,JPEG,True,,8bc632283b80e74639a65cb61ec237de3a8a2d11613d56d74ee6896898b1a228,local_image_inventory_v1
data/images/met/MET_307941.jpg,MET_307941.jpg,MET_307941,.jpg,met307941jpg,met307941,605322,1116,1863,JPEG,True,,92a281bb3b61d950b84559455169ed6f78dc183a2fe45251fecb50fe4d4dfdc1,local_image_inventory_v1
data/images/met/MET_307943.jpg,MET_307943.jpg,MET_307943,.jpg,met307943jpg,met307943,582767,1233,1908,JPEG,True,,1afc32ba17e2f2a9f584c453f1e380054e2b4f34954fce442d3b26cf49dfb5ef,local_image_inventory_v1
data/images/met/MET_307944.jpg,MET_307944.jpg,MET_307944,.jpg,met307944jpg,met307944,3656901,4000,2649,JPEG,True,,a84c5d0263952f8f3dd96f597d3204d06b714d9653bb652900e87d397798f5b4,local_image_inventory_v1
data/images/met/MET_307950.jpg,MET_307950.jpg,MET_307950,.jpg,met307950jpg,met307950,3626515,4000,3159,JPEG,True,,8e78c9f8aea548a8b88bcdd52db4f32ec2a4d5712d7862e4591bb783d779b970,local_image_inventory_v1
data/images/met/MET_307953.jpg,MET_307953.jpg,MET_307953,.jpg,met307953jpg,met307953,306800,2007,603,JPEG,True,,8d2885bf559281f75f8798add35fdcb3ffbcbaddb3a031a541262d88d58cfe43,local_image_inventory_v1
data/images/met/MET_307959.jpg,MET_307959.jpg,MET_307959,.jpg,met307959jpg,met307959,197987,2270,378,JPEG,True,,1fc38614bf907049c66b46fd47537069b742f88b373fc96b7d8fc4f6929db5f9,local_image_inventory_v1
data/images/met/MET_307960.jpg,MET_307960.jpg,MET_307960,.jpg,met307960jpg,met307960,397327,2151,615,JPEG,True,,a541a2f127287d2f89807129e91b0e9becc93031d4801d4b4b427f840ee8fbf3,local_image_inventory_v1
data/images/met/MET_307961.jpg,MET_307961.jpg,MET_307961,.jpg,met307961jpg,met307961,1363691,1369,2905,JPEG,True,,f2c4999176b3f0d8f0e86985c1c9eb11134dab41f0241b031fb7232413609ae4,local_image_inventory_v1
