item_id,museum,image_url,download_status,acquisition_action,failure_code,failure_detail,http_status,attempt_count,final_url,content_type,image_local_path,filename,image_bytes,image_width,image_height,image_format,sha256,download_version
CMA:134604,CMA,https://openaccess-cdn.clevelandart.org/1957.136/1957.136_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1957.136/1957.136_web.jpg,image/jpeg,data/images/cma/CMA_134604.jpg,CMA_134604.jpg,626267,805,893,JPEG,51a208027b47fbdb94b03d3da6356099a6f42b33c308a72537054f7616961e2d,image_download_v1
CMA:134765,CMA,https://openaccess-cdn.clevelandart.org/1957.340/1957.340_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1957.340/1957.340_web.jpg,image/jpeg,data/images/cma/CMA_134765.jpg,CMA_134765.jpg,715513,1263,663,JPEG,a0548dc83978328a8e3655933af5955fe44a0c7f748f6d2072618b1301a46e2e,image_download_v1
CMA:134948,CMA,https://openaccess-cdn.clevelandart.org/1957.495/1957.495_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1957.495/1957.495_web.jpg,image/jpeg,data/images/cma/CMA_134948.jpg,CMA_134948.jpg,810556,883,893,JPEG,84e824b83ba638c371a12f589d353a369060efbb4f797e0348aff81fb4d48abb,image_download_v1
CMA:137312,CMA,https://openaccess-cdn.clevelandart.org/1962.240/1962.240_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1962.240/1962.240_web.jpg,image/jpeg,data/images/cma/CMA_137312.jpg,CMA_137312.jpg,81816,750,650,JPEG,62e7d5dc6a0c287a8d37b806eed3edefac575a63db5099031d47570dfaaebd8a,image_download_v1
CMA:149062,CMA,https://openaccess-cdn.clevelandart.org/1977.190/1977.190_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1977.190/1977.190_web.jpg,image/jpeg,data/images/cma/CMA_149062.jpg,CMA_149062.jpg,1074457,1263,892,JPEG,b3c1365eca65ee4842e0c821e61ad1b625f94a5948bcf7b6ddbe8d517d32afd6,image_download_v1
CMA:152258,CMA,https://openaccess-cdn.clevelandart.org/1985.139/1985.139_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1985.139/1985.139_web.jpg,image/jpeg,data/images/cma/CMA_152258.jpg,CMA_152258.jpg,371076,495,893,JPEG,2f24b98bf19630d9344cef42f21be96bd661d7bd18a5dec28fe5492b6aaef595,image_download_v1
CMA:152334,CMA,https://openaccess-cdn.clevelandart.org/1985.193/1985.193_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1985.193/1985.193_web.jpg,image/jpeg,data/images/cma/CMA_152334.jpg,CMA_152334.jpg,144094,181,893,JPEG,fd26c82426681e52e920159009acfc2e13f46b4fb6735d8f0f80bad4653c1f14,image_download_v1
CMA:152819,CMA,https://openaccess-cdn.clevelandart.org/1985.7/1985.7_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1985.7/1985.7_web.jpg,image/jpeg,data/images/cma/CMA_152819.jpg,CMA_152819.jpg,368545,555,900,JPEG,b071f6d2a52222761a8e65071d105a8335313fbf947a14f205f4625ce568be6d,image_download_v1
CMA:155505,CMA,https://openaccess-cdn.clevelandart.org/1990.225/1990.225_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1990.225/1990.225_web.jpg,image/jpeg,data/images/cma/CMA_155505.jpg,CMA_155505.jpg,352751,900,827,JPEG,9d286956281ffda27b197b5feadcc3c357a1c5b9bb3fdea90f246b75e7ab8185,image_download_v1
CMA:155934,CMA,https://openaccess-cdn.clevelandart.org/1991.223/1991.223_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1991.223/1991.223_web.jpg,image/jpeg,data/images/cma/CMA_155934.jpg,CMA_155934.jpg,185448,392,900,JPEG,7c9d4b1b5146f77eece3623089cc561771b3ebb850fe30e7920a4c234ffc3182,image_download_v1
