configuration,alpha,query_index,item_id,museum,matched_rank,reciprocal_rank,matched_score,top1_index,top1_item_id,top1_museum,top1_score,top1_is_match
text_visual,,170,MET:308290,MET,61,0.016393442623,0.303647220135,82,CMA:165268,CMA,0.335382521152,False
text_visual,,171,MET:309528,MET,92,0.0108695652174,0.313648432493,144,MET:308048,MET,0.351808130741,False
text_visual,,172,MET:310059,MET,206,0.00485436893204,0.232567936182,82,CMA:165268,CMA,0.336236596107,False
text_visual,,173,MET:310511,MET,39,0.025641025641,0.325139522552,71,CMA:163724,CMA,0.35046428442,False
text_visual,,174,MET:310695,MET,106,0.00943396226415,0.249709635973,107,MET:307944,MET,0.310960233212,False
text_visual,,175,MET:310697,MET,60,0.0166666666667,0.26521718502,107,MET:307944,MET,0.310960233212,False
text_visual,,176,MET:310698,MET,132,0.00757575757576,0.214036405087,119,MET:307968,MET,0.288491725922,False
text_visual,,177,MET:310699,MET,138,0.00724637681159,0.242482334375,107,MET:307944,MET,0.310960233212,False
text_visual,,178,MET:312614,MET,136,0.00735294117647,0.304516851902,210,MET:320054,MET,0.362961649895,False
text_visual,,179,MET:312615,MET,133,0.00751879699248,0.257111608982,170,MET:308290,MET,0.314842581749,False
text_visual,,180,MET:312669,MET,34,0.0294117647059,0.308063387871,82,CMA:165268,CMA,0.336236596107,False
text_visual,,181,MET:313121,MET,75,0.0133333333333,0.311535328627,59,CMA:152819,CMA,0.353615403175,False
text_visual,,182,MET:313152,MET,35,0.0285714285714,0.274753242731,170,MET:308290,MET,0.312938153744,False
text_visual,,183,MET:313153,MET,13,0.0769230769231,0.294488072395,170,MET:308290,MET,0.314842581749,False
text_visual,,184,MET:313324,MET,145,0.00689655172414,0.246424973011,210,MET:320054,MET,0.324476778507,False
text_visual,,185,MET:314363,MET,83,0.0120481927711,0.275029182434,210,MET:320054,MET,0.328570455313,False
text_visual,,186,MET:314528,MET,8,0.125,0.297328799963,210,MET:320054,MET,0.323273062706,False
text_visual,,187,MET:315690,MET,6,0.166666666667,0.249363675714,38,CMA:119687,CMA,0.284662812948,False
text_visual,,188,MET:315700,MET,26,0.0384615384615,0.223332881927,38,CMA:119687,CMA,0.274071186781,False
text_visual,,189,MET:315708,MET,105,0.00952380952381,0.299042761326,82,CMA:165268,CMA,0.348290085793,False
text_visual,,190,MET:315772,MET,40,0.025,0.31370896101,66,CMA:160692,CMA,0.354211390018,False
text_visual,,191,MET:315786,MET,12,0.0833333333333,0.282236456871,170,MET:308290,MET,0.308084607124,False
text_visual,,192,MET:316892,MET,201,0.00497512437811,0.21699899435,181,MET:313121,MET,0.300549536943,False
text_visual,,193,MET:316894,MET,106,0.00943396226415,0.327127695084,144,MET:308048,MET,0.377384066582,False
text_visual,,194,MET:316906,MET,147,0.00680272108844,0.254005372524,170,MET:308290,MET,0.314842581749,False
text_visual,,195,MET:316910,MET,51,0.0196078431373,0.304788291454,171,MET:309528,MET,0.343565672636,False
text_visual,,196,MET:316913,MET,41,0.0243902439024,0.21454551816,38,CMA:119687,CMA,0.284662812948,False
text_visual,,197,MET:316915,MET,175,0.00571428571429,0.272317677736,171,MET:309528,MET,0.343565672636,False
